signature_id,proto_name,rust_name,engine_dispatch,engine_family,engine_target,baseline_engine_dispatch,local_proto_available,baseline_local_proto_available,baseline_adapter_mapping,current_adapter_source_evidence,current_adapter_generated_name_candidates,baseline_facade_whitelist,current_facade_whitelist_evidence,pushdown_catalog_direct_selection,go_constructor_candidate_names,go_internal_cast_constructor_evidence,borrowed_classification,risk_flags,classification,admission_status,admission_names
3111,DecimalIsNull,DecimalIsNull,True,impl_op,is_null_fn_meta::<Decimal>(),True,True,True,False,False,comparison:{}{suffix},True,,False,isnull,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isnull
3112,DurationIsNull,DurationIsNull,True,impl_op,is_null_fn_meta::<Duration>(),True,True,True,False,False,comparison:{}{suffix},False,,False,isnull,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isnull
3113,RealIsNull,RealIsNull,True,impl_op,is_null_fn_meta::<Real>(),True,True,True,False,False,comparison:{}{suffix},True,,False,isnull,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isnull
3114,StringIsNull,StringIsNull,True,impl_op,is_null_bytes_fn_meta(),True,True,True,False,True,comparison:{}{suffix},True,,False,isnull,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isnull
3115,TimeIsNull,TimeIsNull,True,impl_op,is_null_fn_meta::<DateTime>(),True,True,True,False,False,comparison:{}{suffix},False,,False,isnull,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isnull
3116,IntIsNull,IntIsNull,True,impl_op,is_null_fn_meta::<Int>(),True,True,True,False,False,comparison:{}{suffix},True,,False,isnull,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isnull
3117,JsonIsNull,JsonIsNull,True,impl_op,is_null_json_fn_meta(),True,False,False,False,False,comparison:{}{suffix},False,,False,,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
3118,BitAndSig,BitAndSig,True,impl_op,bit_and_fn_meta(),True,False,False,False,True,,False,,False,bitand,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,bitand
3119,BitOrSig,BitOrSig,True,impl_op,bit_or_fn_meta(),True,False,False,False,True,,False,,False,bitor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,bitor
3120,BitXorSig,BitXorSig,True,impl_op,bit_xor_fn_meta(),True,False,False,False,True,,False,,False,bitxor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,bitxor
3121,BitNegSig,BitNegSig,True,impl_op,bit_neg_fn_meta(),True,False,False,False,True,,False,,False,bitneg,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,bitneg
3122,IntIsTrue,IntIsTrue,True,impl_op,int_is_true_fn_meta::<KeepNullOff>(),True,True,True,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3123,RealIsTrue,RealIsTrue,True,impl_op,real_is_true_fn_meta::<KeepNullOff>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3124,DecimalIsTrue,DecimalIsTrue,True,impl_op,decimal_is_true_fn_meta::<KeepNullOff>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3125,IntIsFalse,IntIsFalse,True,impl_op,int_is_false_fn_meta::<KeepNullOff>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3126,RealIsFalse,RealIsFalse,True,impl_op,real_is_false_fn_meta::<KeepNullOff>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3127,DecimalIsFalse,DecimalIsFalse,True,impl_op,decimal_is_false_fn_meta::<KeepNullOff>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3128,BitCount,BitCount,True,impl_other,bit_count_fn_meta(),True,False,False,False,True,,False,,False,,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
3129,LeftShift,LeftShift,True,impl_op,left_shift_fn_meta(),True,False,False,False,True,,False,,False,leftshift,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,leftshift
3130,RightShift,RightShift,True,impl_op,right_shift_fn_meta(),True,False,False,False,True,,False,,False,rightshift,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,rightshift
3131,GetParamString,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3132,GetVar,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3133,RowSig,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3134,SetVar,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3135,ValuesDecimal,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3136,ValuesDuration,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3137,ValuesInt,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3138,ValuesJSON,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3139,ValuesReal,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3140,ValuesString,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3141,ValuesTime,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
3142,IntIsTrueWithNull,IntIsTrueWithNull,True,impl_op,int_is_true_fn_meta::<KeepNullOn>(),True,True,True,False,False,comparison:{}{suffix},False,,True,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3143,RealIsTrueWithNull,RealIsTrueWithNull,True,impl_op,real_is_true_fn_meta::<KeepNullOn>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3144,DecimalIsTrueWithNull,DecimalIsTrueWithNull,True,impl_op,decimal_is_true_fn_meta::<KeepNullOn>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3145,IntIsFalseWithNull,IntIsFalseWithNull,True,impl_op,int_is_false_fn_meta::<KeepNullOn>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3146,RealIsFalseWithNull,RealIsFalseWithNull,True,impl_op,real_is_false_fn_meta::<KeepNullOn>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
3147,DecimalIsFalseWithNull,DecimalIsFalseWithNull,True,impl_op,decimal_is_false_fn_meta::<KeepNullOn>(),True,False,False,False,False,comparison:{}{suffix},False,,False,isfalse;istrue;istrue_with_null,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,isfalse;istrue;istrue_with_null
4001,InInt,InInt,True,impl_compare_in,compare_in_int_type_by_hash_fn_meta(),True,True,True,False,False,comparison:{prefix}{},False,,False,in,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4002,InReal,InReal,True,impl_compare_in,compare_in_by_hash_fn_meta::<NormalInByHash::<Real>>(),True,False,False,False,False,comparison:{prefix}{},False,,False,in,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4003,InDecimal,InDecimal,True,impl_compare_in,compare_in_by_hash_fn_meta::<NormalInByHash::<Decimal>>(),True,False,False,False,False,comparison:{prefix}Decimal;comparison:{prefix}{},False,,False,in,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4004,InString,InString,True,impl_compare_in,map_compare_in_string_sig(ft)?,True,True,True,False,False,comparison:{prefix}{},False,,False,in,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4005,InTime,InTime,True,impl_compare_in,compare_in_by_compare_fn_meta::<DateTime>(),True,False,False,False,False,comparison:{prefix}{},False,,False,in,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4006,InDuration,InDuration,True,impl_compare_in,compare_in_by_hash_fn_meta::<NormalInByHash::<Duration>>(),True,False,False,False,False,comparison:{prefix}{},False,,False,in,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4007,InJson,InJson,True,impl_compare_in,compare_in_by_compare_json_fn_meta(),True,False,False,False,False,comparison:{prefix}{},False,,False,in,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,in
4101,IfNullInt,IfNullInt,True,impl_control,if_null_fn_meta::<Int>().with_lazy(lazy_if_null::<Int>),True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4102,IfNullReal,IfNullReal,True,impl_control,if_null_fn_meta::<Real>().with_lazy(lazy_if_null::<Real>),True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4103,IfNullDecimal,IfNullDecimal,True,impl_control,{,True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4104,IfNullString,IfNullString,True,impl_control,{,True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4105,IfNullTime,IfNullTime,True,impl_control,{,True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4106,IfNullDuration,IfNullDuration,True,impl_control,{,True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4107,IfInt,IfInt,True,impl_control,if_condition_fn_meta::<Int>().with_lazy(lazy_if::<Int>),True,False,False,False,True,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4108,IfReal,IfReal,True,impl_control,if_condition_fn_meta::<Real>().with_lazy(lazy_if::<Real>),True,False,False,False,False,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4109,IfDecimal,IfDecimal,True,impl_control,{,True,False,False,False,False,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4110,IfString,IfString,True,impl_control,if_condition_bytes_fn_meta().with_lazy(lazy_if_bytes),True,False,False,False,False,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4111,IfTime,IfTime,True,impl_control,{,True,False,False,False,False,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4112,IfDuration,IfDuration,True,impl_control,{,True,False,False,False,False,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4113,IfNullJson,IfNullJson,True,impl_control,if_null_json_fn_meta().with_lazy(lazy_if_null_json),True,False,False,False,False,control:IfNull{},False,,False,ifnull,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,ifnull
4114,IfJson,IfJson,True,impl_control,if_condition_json_fn_meta().with_lazy(lazy_if_json),True,False,False,False,False,control:If{};nullif:If{},False,,False,if,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,if
4201,CoalesceInt,CoalesceInt,True,impl_compare,coalesce_fn_meta::<Int>().with_lazy(lazy_coalesce::<Int>),True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4202,CoalesceReal,CoalesceReal,True,impl_compare,coalesce_fn_meta::<Real>().with_lazy(lazy_coalesce::<Real>),True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4203,CoalesceDecimal,CoalesceDecimal,True,impl_compare,{,True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4204,CoalesceString,CoalesceString,True,impl_compare,{,True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4205,CoalesceTime,CoalesceTime,True,impl_compare,{,True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4206,CoalesceDuration,CoalesceDuration,True,impl_compare,{,True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4207,CoalesceJson,CoalesceJson,True,impl_compare,coalesce_json_fn_meta().with_lazy(lazy_coalesce_json),True,False,False,False,False,control:Coalesce{},False,,False,coalesce,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,coalesce
4208,CaseWhenInt,CaseWhenInt,True,impl_control,case_when_fn_meta::<Int>().with_lazy(lazy_case_when::<Int>),True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4209,CaseWhenReal,CaseWhenReal,True,impl_control,{,True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4210,CaseWhenDecimal,CaseWhenDecimal,True,impl_control,{,True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4211,CaseWhenString,CaseWhenString,True,impl_control,{,True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4212,CaseWhenTime,CaseWhenTime,True,impl_control,{,True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4213,CaseWhenDuration,CaseWhenDuration,True,impl_control,{,True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4214,CaseWhenJson,CaseWhenJson,True,impl_control,case_when_json_fn_meta().with_lazy(lazy_case_when_json),True,False,False,False,False,control:CaseWhen{},False,,False,case,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,case
4215,GreatestInt,GreatestInt,True,impl_compare,greatest_int_fn_meta().with_lazy(lazy_greatest::<Int>),True,False,False,False,False,comparison:{prefix}{},False,,False,greatest,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,greatest
4216,GreatestReal,GreatestReal,True,impl_compare,greatest_real_fn_meta().with_lazy(lazy_greatest::<Real>),True,False,False,False,False,comparison:{prefix}{},False,,False,greatest,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,greatest
4217,GreatestDecimal,GreatestDecimal,True,impl_compare,{,True,False,False,False,False,comparison:{prefix}Decimal;comparison:{prefix}{},False,,False,greatest,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,greatest
4218,GreatestString,GreatestString,True,impl_compare,greatest_string_fn_meta().with_lazy(lazy_greatest_bytes),True,False,False,False,False,comparison:{prefix}{},False,,False,greatest,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,greatest
4219,GreatestTime,GreatestTime,True,impl_compare,greatest_datetime_fn_meta().with_lazy(lazy_greatest::<DateTime>),True,False,False,False,False,comparison:{prefix}{},False,,False,greatest,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,greatest
4220,LeastInt,LeastInt,True,impl_compare,least_int_fn_meta().with_lazy(lazy_least::<Int>),True,False,False,False,False,comparison:{prefix}{},False,,False,least,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,least
4221,LeastReal,LeastReal,True,impl_compare,least_real_fn_meta().with_lazy(lazy_least::<Real>),True,False,False,False,False,comparison:{prefix}{},False,,False,least,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,least
4222,LeastDecimal,LeastDecimal,True,impl_compare,least_decimal_fn_meta().with_lazy(lazy_least::<Decimal>),True,False,False,False,False,comparison:{prefix}Decimal;comparison:{prefix}{},False,,False,least,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,least
4223,LeastString,LeastString,True,impl_compare,least_string_fn_meta().with_lazy(lazy_least_bytes),True,False,False,False,False,comparison:{prefix}{},False,,False,least,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,least
4224,LeastTime,LeastTime,True,impl_compare,least_datetime_fn_meta().with_lazy(lazy_least::<DateTime>),True,False,False,False,False,comparison:{prefix}{},False,,False,least,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,least
4225,IntervalInt,IntervalInt,True,impl_compare,interval_int_fn_meta().with_lazy(lazy_interval_int),True,False,False,False,False,comparison:{prefix}{},False,,False,interval,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,interval
4226,IntervalReal,IntervalReal,True,impl_compare,interval_real_fn_meta().with_lazy(lazy_interval_real),True,False,False,False,False,comparison:{prefix}{},False,,False,interval,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,interval
4309,IlikeSig,,False,,,False,False,False,False,False,,False,,False,ilike,,no_dispatch,,not_dispatched_by_engine,excluded,ilike
4310,LikeSig,LikeSig,True,impl_like,"map_like_sig(ft, children)?",True,True,True,False,True,,False,,False,like,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,like
4311,RegexpSig,RegexpSig,True,impl_regexp,map_regexp_like_sig(ft)?,True,False,False,False,True,,False,,False,,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
4312,RegexpUTF8Sig,RegexpUtf8Sig,True,impl_regexp,map_regexp_like_sig(ft)?,True,False,False,False,False,,False,,False,,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
4313,RegexpLikeSig,RegexpLikeSig,True,impl_regexp,map_regexp_like_sig(ft)?,True,False,False,False,True,,False,,False,regexp;regexp_like,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,regexp;regexp_like
4314,RegexpLikeUTF8Sig,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4315,RegexpInStrSig,RegexpInStrSig,True,impl_regexp,map_regexp_instr_sig(ft)?,True,False,False,False,True,,False,,False,regexp_instr,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,regexp_instr
4316,RegexpInStrUTF8Sig,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4317,RegexpReplaceSig,RegexpReplaceSig,True,impl_regexp,map_regexp_replace_sig(ft)?,True,False,False,False,True,,False,,False,regexp_replace,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,regexp_replace
4318,RegexpReplaceUTF8Sig,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4319,RegexpSubstrSig,RegexpSubstrSig,True,impl_regexp,map_regexp_substr_sig(ft)?,True,False,False,False,True,,False,,False,regexp_substr,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,regexp_substr
4320,RegexpSubstrUTF8Sig,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4501,AesDecrypt,,False,,,False,False,False,False,False,,False,,False,aes_decrypt,,no_dispatch,,not_dispatched_by_engine,excluded,aes_decrypt
4502,AesEncrypt,,False,,,False,False,False,False,False,,False,,False,aes_encrypt,,no_dispatch,,not_dispatched_by_engine,excluded,aes_encrypt
4503,Compress,Compress,True,impl_encryption,compress_fn_meta(),True,False,False,False,True,,False,,False,compress,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,compress
4504,MD5,Md5,True,impl_encryption,md5_fn_meta(),True,False,False,False,True,,False,,False,md5,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,md5
4505,Password,Password,True,impl_encryption,password_fn_meta(),True,False,False,False,False,,False,,False,password,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,password
4506,RandomBytes,RandomBytes,True,impl_encryption,random_bytes_fn_meta(),True,False,False,False,False,,False,,False,,,no_annotated_direct_loader,volatile_clock_rng_or_uuid,engine_dispatch_semantic_exclusion_or_review,untested,
4507,SHA1,Sha1,True,impl_encryption,sha1_fn_meta(),True,False,False,False,True,,False,,False,sha;sha1,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,sha;sha1
4508,SHA2,Sha2,True,impl_encryption,sha2_fn_meta(),True,False,False,False,True,,False,,False,sha2,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,sha2
4509,Uncompress,Uncompress,True,impl_encryption,uncompress_fn_meta(),True,False,False,False,True,,False,,False,uncompress,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,uncompress
4510,UncompressedLength,UncompressedLength,True,impl_encryption,uncompressed_length_fn_meta(),True,False,False,False,True,,False,,False,uncompressed_length,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,uncompressed_length
4511,AesDecryptIV,,False,,,False,False,False,False,False,,False,,False,aes_decrypt,,no_dispatch,,not_dispatched_by_engine,excluded,aes_decrypt
4512,AesEncryptIV,,False,,,False,False,False,False,False,,False,,False,aes_encrypt,,no_dispatch,,not_dispatched_by_engine,excluded,aes_encrypt
4513,Encode,,False,,,False,False,False,False,False,,False,,False,encode,,no_dispatch,,not_dispatched_by_engine,excluded,encode
4514,Decode,,False,,,False,False,False,False,False,,False,,False,decode,,no_dispatch,,not_dispatched_by_engine,excluded,decode
4515,SM3,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4521,Database,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4522,FoundRows,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4523,CurrentUser,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4524,User,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4525,ConnectionID,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4526,LastInsertID,,False,,,False,False,False,False,False,,False,,False,last_insert_id,,no_dispatch,,not_dispatched_by_engine,excluded,last_insert_id
4527,LastInsertIDWithID,,False,,,False,False,False,False,False,,False,,False,last_insert_id,,no_dispatch,,not_dispatched_by_engine,excluded,last_insert_id
4528,Version,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4529,TiDBVersion,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4530,RowCount,,False,,,False,False,False,False,False,,False,,False,row_count,,no_dispatch,,not_dispatched_by_engine,excluded,row_count
4551,Sleep,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4552,Lock,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4553,ReleaseLock,,False,,,False,False,False,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
4554,DecimalAnyValue,DecimalAnyValue,True,impl_miscellaneous,any_value_fn_meta::<Decimal>(),True,False,False,False,False,miscellaneous:{}AnyValue,False,,False,any_value,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,any_value
4555,DurationAnyValue,DurationAnyValue,True,impl_miscellaneous,any_value_fn_meta::<Duration>(),True,False,False,False,False,miscellaneous:{}AnyValue,False,,False,any_value,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,any_value
4556,IntAnyValue,IntAnyValue,True,impl_miscellaneous,any_value_fn_meta::<Int>(),True,False,False,False,False,miscellaneous:{}AnyValue,False,,False,any_value,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,any_value
